file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\event\player\UpdateTagListEvent.java,net.minestom.server.event.player.UpdateTagListEvent,getTags/0,false,17,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\event\player\UpdateTagListEvent.java,net.minestom.server.event.player.UpdateTagListEvent,UpdateTagListEvent/1[net.minestom.server.event.player.TagsPacket],true,12,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\command\GraphConversionExecutorTest.java,net.minestom.server.command.GraphConversionExecutorTest,defaultCondition/0,false,13,2,0,0,0,1,8,17,0,9,0,8,0,0,0,0,0,0,1,0,5,0,1,0,0,2,15,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\command\GraphConversionExecutorTest.java,net.minestom.server.command.GraphConversionExecutorTest,commandConditionFalse/0,false,73,4,0,0,0,1,8,10,0,6,0,8,0,0,0,0,0,0,1,0,4,0,0,0,0,1,13,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\command\GraphConversionExecutorTest.java,net.minestom.server.command.GraphConversionExecutorTest,syntaxConditionFalse/0,false,60,2,0,0,0,1,12,9,0,5,0,12,0,0,0,0,0,0,2,2,3,0,0,0,0,1,13,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\command\GraphConversionExecutorTest.java,net.minestom.server.command.GraphConversionExecutorTest,syntaxConditionTrue/0,false,47,2,0,0,0,1,12,9,0,5,0,12,0,0,0,0,0,0,2,2,3,0,0,0,0,1,13,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\command\GraphConversionExecutorTest.java,net.minestom.server.command.GraphConversionExecutorTest,"dummyExecutor/2[net.minestom.server.command.CommandSender,net.minestom.server.command.CommandContext]",false,84,2,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\command\GraphConversionExecutorTest.java,net.minestom.server.command.GraphConversionExecutorTest,emptySyntaxCondition/0,false,34,2,0,0,0,1,13,10,0,3,0,13,0,0,0,0,0,0,2,2,3,0,0,0,0,0,12,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\inventory\TransactionType.java,net.minestom.server.inventory.TransactionType,"process/3[net.minestom.server.inventory.AbstractInventory,net.minestom.server.inventory.ItemStack,net.minestom.server.inventory.TransactionType.SlotPredicate]",false,111,6,4,2,2,1,2,3,1,0,3,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,8,65536,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\inventory\TransactionType.java,net.minestom.server.inventory.TransactionType,"process/2[net.minestom.server.inventory.AbstractInventory,net.minestom.server.inventory.ItemStack]",false,116,5,2,1,1,1,1,3,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,7,65536,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\inventory\TransactionType.java,net.minestom.server.inventory.TransactionType,"process/6[net.minestom.server.inventory.AbstractInventory,net.minestom.server.inventory.ItemStack,net.minestom.server.inventory.TransactionType.SlotPredicate,int,int,int]",false,104,5,2,2,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\utils\StringUtils.java,net.minestom.server.utils.StringUtils,"jaroWinklerScore/2[java.lang.String,java.lang.String]",false,33,0,0,0,0,16,7,44,5,11,2,7,0,0,2,6,0,4,0,18,13,15,3,0,0,0,50,9,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\utils\StringUtils.java,net.minestom.server.utils.StringUtils,unescapeJavaString/1[java.lang.String],false,92,0,0,0,0,22,7,55,1,6,1,7,0,0,1,2,0,3,2,19,10,17,5,0,0,0,11,9,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\utils\StringUtils.java,net.minestom.server.utils.StringUtils,"countMatches/2[java.lang.CharSequence,char]",false,10,1,1,1,0,4,2,12,2,2,2,2,0,0,1,2,0,0,0,4,2,0,2,0,0,0,6,9,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\generator\Generator.java,net.minestom.server.instance.generator.Generator,generateAll/1[java.util.Collection<net.minestom.server.instance.generator.GenerationUnit>],false,21,2,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,65536,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\generator\Generator.java,net.minestom.server.instance.generator.Generator,generate/1[net.minestom.server.instance.generator.GenerationUnit],false,9,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\item\ItemMetaViewImpl.java,net.minestom.server.item.ItemMetaViewImpl,"construct/2[java.lang.Class<T>,net.minestom.server.item.TagReadable]",false,17,3,0,0,0,2,2,9,1,1,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,16,8,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\item\ItemMetaViewImpl.java,net.minestom.server.item.ItemMetaViewImpl,viewType/1[java.lang.Class<T>],false,12,3,1,1,0,1,2,4,1,1,1,2,0,0,0,0,0,1,0,2,1,0,0,0,0,0,6,8,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\item\ItemMetaViewImpl.java,net.minestom.server.item.ItemMetaViewImpl,"constructBuilder/2[java.lang.Class<T>,net.minestom.server.item.TagHandler]",false,27,5,1,0,1,2,3,10,1,2,2,3,1,1,0,0,1,0,0,0,2,0,1,0,0,0,22,8,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\Argument.java,net.minestom.server.command.builder.arguments.Argument$ArgumentFilter,parse/1[java.lang.String],false,344,4,2,0,2,2,2,5,1,1,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,7,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\Argument.java,net.minestom.server.command.builder.arguments.Argument$ArgumentFilter,nodeProperties/0,false,357,3,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\Argument.java,net.minestom.server.command.builder.arguments.Argument$ArgumentFilter,parser/0,false,352,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\Argument.java,net.minestom.server.command.builder.arguments.Argument$ArgumentFilter,"ArgumentFilter/2[net.minestom.server.command.builder.arguments.Argument<T>,java.util.function.Predicate<T>]",true,333,3,7,0,7,3,7,7,0,0,2,7,0,0,0,2,0,0,0,0,2,0,1,0,0,0,5,2,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\ArgumentBlockState.java,net.minestom.server.command.builder.arguments.minecraft.ArgumentBlockState,parser/0,false,26,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\ArgumentBlockState.java,net.minestom.server.command.builder.arguments.minecraft.ArgumentBlockState,ArgumentBlockState/1[java.lang.String],true,16,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\ArgumentBlockState.java,net.minestom.server.command.builder.arguments.minecraft.ArgumentBlockState,parse/1[java.lang.String],false,21,3,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\ArgumentBlockState.java,net.minestom.server.command.builder.arguments.minecraft.ArgumentBlockState,toString/0,false,66,1,1,0,1,1,2,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\ArgumentBlockState.java,net.minestom.server.command.builder.arguments.minecraft.ArgumentBlockState,staticParse/1[java.lang.String],false,34,3,2,1,1,7,7,23,2,6,1,7,0,0,0,4,1,0,7,3,6,0,2,0,0,0,24,9,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\message\Messenger.java,net.minestom.server.message.Messenger,canReceiveCommand/1[net.minestom.server.message.Player],false,117,3,2,1,1,2,1,3,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,21,9,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\message\Messenger.java,net.minestom.server.message.Messenger,(initializer 1),false,32,2,25,0,25,2,1,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,21,8,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\message\Messenger.java,net.minestom.server.message.Messenger,canReceiveMessage/1[net.minestom.server.message.Player],false,107,3,2,1,1,2,1,3,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,20,9,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\message\Messenger.java,net.minestom.server.message.Messenger,sendRejectionMessage/1[net.minestom.server.message.Player],false,126,2,2,2,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\message\Messenger.java,net.minestom.server.message.Messenger,chatRegistry/0,false,66,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\message\Messenger.java,net.minestom.server.message.Messenger,"sendMessage/4[java.util.Collection<net.minestom.server.message.Player>,net.minestom.server.message.Component,net.minestom.server.message.ChatPosition,java.util.UUID]",false,96,6,0,0,0,1,3,3,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,9,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\message\Messenger.java,net.minestom.server.message.Messenger,getChatMessageType/1[net.minestom.server.message.Player],false,136,3,3,3,0,1,3,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\message\Messenger.java,net.minestom.server.message.Messenger,"sendMessage/4[net.minestom.server.message.Player,net.minestom.server.message.Component,net.minestom.server.message.ChatPosition,java.util.UUID]",false,79,7,1,0,1,2,3,7,2,0,4,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,30,9,0,true
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\snapshot\InstanceSnapshotIntegrationTest.java,net.minestom.server.snapshot.InstanceSnapshotIntegrationTest,basic/1[net.minestom.server.snapshot.Env],false,13,2,0,0,0,1,12,17,0,3,1,12,0,0,0,0,0,0,1,6,4,0,1,0,0,0,15,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,setIngredient/1[DeclareRecipesPacket.Ingredient],false,42,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,getGroup/0,false,29,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,setExperience/1[float],false,59,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,getIngredient/0,false,38,2,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,getResult/0,false,47,2,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,setGroup/1[java.lang.String],false,33,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,setCookingTime/1[int],false,67,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,"BlastingRecipe/5[java.lang.String,java.lang.String,net.minestom.server.recipe.ItemStack,float,int]",true,20,2,0,0,0,1,0,7,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,4,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,setResult/1[net.minestom.server.recipe.ItemStack],false,51,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,getExperience/0,false,55,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\recipe\BlastingRecipe.java,net.minestom.server.recipe.BlastingRecipe,getCookingTime/0,false,63,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\utils\callback\CommandCallback.java,net.minestom.server.utils.callback.CommandCallback,"apply/2[net.minestom.server.utils.callback.CommandSender,java.lang.String]",false,14,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\ArgumentColor.java,net.minestom.server.command.builder.arguments.minecraft.ArgumentColor,parser/0,false,42,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\ArgumentColor.java,net.minestom.server.command.builder.arguments.minecraft.ArgumentColor,toString/0,false,47,1,1,0,1,1,2,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\ArgumentColor.java,net.minestom.server.command.builder.arguments.minecraft.ArgumentColor,ArgumentColor/1[java.lang.String],true,19,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\minecraft\ArgumentColor.java,net.minestom.server.command.builder.arguments.minecraft.ArgumentColor,parse/1[java.lang.String],false,25,4,1,0,1,3,4,10,2,1,1,4,0,0,0,1,0,0,2,0,1,0,1,0,0,0,11,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\Localizable.java,net.minestom.server.adventure.Localizable,empty/0,false,18,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\Localizable.java,net.minestom.server.adventure.Localizable,setLocale/1[java.util.Locale],false,34,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,65536,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\Localizable.java,net.minestom.server.adventure.Localizable,getLocale/0,false,22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,setPattern/1[net.minestom.server.entity.metadata.water.fish.TropicalFishMeta.Pattern],false,86,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,setPatternColor/1[byte],false,102,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,getPatternColor/0,false,98,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,getPattern/0,false,82,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,getType/0,false,73,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,setBodyColor/1[byte],false,94,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,getBodyColor/0,false,90,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,"Variant/4[net.minestom.server.entity.metadata.water.fish.TropicalFishMeta.Type,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta.Pattern,byte,byte]",true,65,3,1,1,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\water\fish\TropicalFishMeta.java,net.minestom.server.entity.metadata.water.fish.TropicalFishMeta$Variant,setType/1[net.minestom.server.entity.metadata.water.fish.TropicalFishMeta.Type],false,77,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\snapshot\SnapshotUpdaterImpl.java,net.minestom.server.snapshot.SnapshotUpdaterImpl,reference/1[net.minestom.server.snapshot.Snapshotable],false,23,5,1,1,0,4,3,14,3,3,1,3,0,0,0,3,0,1,0,0,4,0,2,0,0,0,11,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\snapshot\SnapshotUpdaterImpl.java,net.minestom.server.snapshot.SnapshotUpdaterImpl,update/0,false,43,3,1,1,0,2,7,12,0,3,0,7,0,0,1,0,0,1,1,0,4,0,2,0,0,1,16,0,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\snapshot\SnapshotUpdaterImpl.java,net.minestom.server.snapshot.SnapshotUpdaterImpl,update/1[net.minestom.server.snapshot.Snapshotable],false,15,4,3,0,3,1,3,6,1,2,1,3,2,1,0,0,0,0,0,0,2,0,0,0,0,0,10,8,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\snapshot\SnapshotUpdaterImpl.java,net.minestom.server.snapshot.SnapshotUpdaterImpl,"Entry/2[net.minestom.server.snapshot.Snapshotable,java.util.concurrent.atomic.AtomicReference<net.minestom.server.snapshot.Snapshot>]",false,40,3,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\EntityTrackerImpl.java,net.minestom.server.instance.EntityTrackerImpl$Anonymous1,add/1[T],false,95,2,0,0,0,2,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\EntityTrackerImpl.java,net.minestom.server.instance.EntityTrackerImpl$Anonymous1,remove/1[T],false,100,2,0,0,0,2,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\registry\Registry.java,net.minestom.server.registry.BlockEntry,stateId/0,false,220,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\registry\Registry.java,net.minestom.server.registry.BlockEntry,explosionResistance/0,false,232,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\registry\Registry.java,net.minestom.server.registry.BlockEntry,material/0,false,272,2,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\registry\Registry.java,net.minestom.server.registry.BlockEntry,custom/0,false,281,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
